runId,testCaseId,suite,agentName,adapter,provider,model,status,score,durationMs,totalAssertions,failedAssertions,requiredFailed,cost,totalTokens,runDir
pilot-2026-06-10,etree-xml-diff-patch,,claude-code,,anthropic,claude-haiku-4-5-20251001,passed,1,790652,0,0,0,5.38789,1150404,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/etree-xml-diff-patch-claude-code-2026-06-10T20-56-20-236Z-1
pilot-2026-06-10,etree-xml-diff-patch,,pi,,openai-codex,gpt-5.5,passed,1,1143760,0,0,0,4.149305999999999,4315280,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/etree-xml-diff-patch-pi-2026-06-10T21-28-48-991Z-0
pilot-2026-06-10,expr-try-catch-errors,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,1418326,0,0,0,17.032840000000004,10205355,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/expr-try-catch-errors-claude-code-2026-06-10T20-05-28-496Z-26
pilot-2026-06-10,expr-try-catch-errors,,pi,,openai-codex,gpt-5.5,failed,0,1331414,0,0,0,11.825883000000003,16859958,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/expr-try-catch-errors-pi-2026-06-10T20-09-13-386Z-27
pilot-2026-06-10,fastapi-implicit-head-options,,claude-code,,anthropic,claude-haiku-4-5-20251001,passed,1,1325271,0,0,0,12.799513000000001,7281253,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/fastapi-implicit-head-options-claude-code-2026-06-10T19-20-39-609Z-18
pilot-2026-06-10,fastapi-implicit-head-options,,pi,,openai-codex,gpt-5.5,failed,0,449130,0,0,0,1.499527,1386230,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/fastapi-implicit-head-options-pi-2026-06-10T19-24-16-200Z-19
pilot-2026-06-10,fd-deterministic-multi-key-sorting,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,936566,0,0,0,8.799222000000002,4620035,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/fd-deterministic-multi-key-sorting-claude-code-2026-06-10T21-09-30-897Z-2
pilot-2026-06-10,fd-deterministic-multi-key-sorting,,pi,,openai-codex,gpt-5.5,failed,0,1011020,0,0,0,5.079457999999999,5659040,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/fd-deterministic-multi-key-sorting-pi-2026-06-10T21-28-48-992Z-1
pilot-2026-06-10,happy-dom-abort-pending-body-reads,,claude-code,,anthropic,claude-haiku-4-5-20251001,passed,1,1051046,0,0,0,9.119642899999999,7236108,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/happy-dom-abort-pending-body-reads-claude-code-2026-06-10T18-13-34-805Z-4
pilot-2026-06-10,happy-dom-abort-pending-body-reads,,pi,,openai-codex,gpt-5.5,failed,0,127389,0,0,0,0.9642240000000002,902184,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/happy-dom-abort-pending-body-reads-pi-2026-06-10T18-19-14-303Z-5
pilot-2026-06-10,helm-array-merge-strategies,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,1396304,0,0,0,12.0361372,7478050,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/helm-array-merge-strategies-claude-code-2026-06-10T20-56-20-236Z-0
pilot-2026-06-10,helm-array-merge-strategies,,pi,,openai-codex,gpt-5.5,failed,0,330085,0,0,0,1.509209,1118446,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/helm-array-merge-strategies-pi-2026-06-10T20-37-52-937Z-33
pilot-2026-06-10,httpx-streaming-json-iteration,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,754150,0,0,0,6.246138000000001,2743775,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/httpx-streaming-json-iteration-claude-code-2026-06-10T18-51-12-801Z-12
pilot-2026-06-10,httpx-streaming-json-iteration,,pi,,openai-codex,gpt-5.5,failed,0,228928,0,0,0,0.506484,246121,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/httpx-streaming-json-iteration-pi-2026-06-10T22-14-57-832Z-5
pilot-2026-06-10,ofetch-per-origin-circuit-breaker,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,830833,0,0,0,7.0570075,2783270,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/ofetch-per-origin-circuit-breaker-claude-code-2026-06-10T18-31-05-863Z-8
pilot-2026-06-10,ofetch-per-origin-circuit-breaker,,pi,,openai-codex,gpt-5.5,failed,0,851642,0,0,0,3.1904780000000015,2645071,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/ofetch-per-origin-circuit-breaker-pi-2026-06-10T22-00-44-926Z-4
pilot-2026-06-10,sqlite-utils-safe-import-checkpoints,,claude-code,,anthropic,claude-haiku-4-5-20251001,passed,1,1460891,0,0,0,16.844401000000005,10758721,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/sqlite-utils-safe-import-checkpoints-claude-code-2026-06-10T19-31-49-242Z-20
pilot-2026-06-10,sqlite-utils-safe-import-checkpoints,,pi,,openai-codex,gpt-5.5,passed,1,1076587,0,0,0,6.66259,8710417,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/sqlite-utils-safe-import-checkpoints-pi-2026-06-10T22-18-51-214Z-7
pilot-2026-06-10,superjson-error-stack-serialization,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,552077,0,0,0,3.9752055000000004,1102035,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/superjson-error-stack-serialization-claude-code-2026-06-10T18-44-56-718Z-10
pilot-2026-06-10,superjson-error-stack-serialization,,pi,,openai-codex,gpt-5.5,failed,0,201996,0,0,0,0.33994800000000003,194361,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/superjson-error-stack-serialization-pi-2026-06-10T18-47-48-166Z-11
pilot-2026-06-10,termenv-preserve-ansi-resets,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,526102,0,0,0,3.8169874999999993,969319,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/termenv-preserve-ansi-resets-claude-code-2026-06-10T20-29-06-829Z-30
pilot-2026-06-10,termenv-preserve-ansi-resets,,pi,,openai-codex,gpt-5.5,failed,0,972206,0,0,0,3.485557000000001,2895921,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/termenv-preserve-ansi-resets-pi-2026-06-10T20-56-21-920Z-0
pilot-2026-06-10,tomlkit-toml-table-converters,,claude-code,,anthropic,claude-haiku-4-5-20251001,passed,1,784679,0,0,0,5.774090499999999,1990892,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/tomlkit-toml-table-converters-claude-code-2026-06-10T19-11-11-506Z-16
pilot-2026-06-10,tomlkit-toml-table-converters,,pi,,openai-codex,gpt-5.5,failed,0,357819,0,0,0,0.564994,398515,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/tomlkit-toml-table-converters-pi-2026-06-10T22-15-16-553Z-6
pilot-2026-06-10,ts-pattern-match-each,,claude-code,,anthropic,claude-haiku-4-5-20251001,passed,1,561249,0,0,0,3.938403,1351517,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/ts-pattern-match-each-claude-code-2026-06-10T18-04-13-548Z-0
pilot-2026-06-10,ts-pattern-match-each,,pi,,openai-codex,gpt-5.5,failed,0,309845,0,0,0,0.555303,298432,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/ts-pattern-match-each-pi-2026-06-10T18-04-13-548Z-1
pilot-2026-06-10,valibot-recursive-schema-composition,,claude-code,,anthropic,claude-haiku-4-5-20251001,failed,0,1584901,0,0,0,13.599780500000003,6873521,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/valibot-recursive-schema-composition-claude-code-2026-06-10T18-21-23-259Z-6
pilot-2026-06-10,valibot-recursive-schema-composition,,pi,,openai-codex,gpt-5.5,failed,0,1641164,0,0,0,11.833071,17951423,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/valibot-recursive-schema-composition-pi-2026-06-10T21-47-54-042Z-3
pilot-2026-06-10,yjs-map-conflict-detection,,claude-code,,anthropic,claude-haiku-4-5-20251001,passed,1,1262958,0,0,0,10.995739500000004,5707998,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/yjs-map-conflict-detection-claude-code-2026-06-10T21-19-36-547Z-3
pilot-2026-06-10,yjs-map-conflict-detection,,pi,,openai-codex,gpt-5.5,passed,1,902033,0,0,0,5.345704999999997,6462727,/Users/milkoslavov/workspace/harness-bench/.harness-evals/runs/yjs-map-conflict-detection-pi-2026-06-10T21-45-41-549Z-2
